# Client: PowClient
# Tasks: 10000
# Format: task_input | result

pow(3.395576, -0.054698) = 0.935320
pow(3.777415, -1.695852) = 0.104994
pow(-3.203095, -2.759289) = -nan
pow(-4.833617, 1.690049) = -nan
pow(4.743881, -2.371671) = 0.024913
pow(-0.435065, -2.473401) = -nan
pow(3.930244, 2.492917) = 30.327626
pow(1.555119, 2.824962) = 3.481168
pow(4.809933, 0.015279) = 1.024289
pow(-3.967095, -0.699667) = -nan
pow(3.982793, -0.385500) = 0.586986
pow(2.546743, 0.204369) = 1.210516
pow(-2.785373, -2.468658) = -nan
pow(2.754247, 1.130543) = 3.143707
pow(4.679678, 0.631127) = 2.648446
pow(-4.687425, 2.122726) = -nan
pow(0.967473, 0.925023) = 0.969875
pow(3.827932, 2.833744) = 44.871623
pow(-0.935072, 1.029618) = -nan
pow(-1.757680, -0.191058) = -nan
pow(-4.428312, -2.706404) = -nan
pow(2.806331, 1.734628) = 5.989004
pow(-1.714772, -2.971856) = -nan
pow(-3.182916, -1.394237) = -nan
pow(2.562859, -0.514105) = 0.616414
pow(0.287743, -1.321064) = 5.184296
pow(-1.235166, 2.664528) = -nan
pow(3.298901, 1.186318) = 4.120508
pow(4.812660, 1.878581) = 19.138849
pow(3.306621, 2.885355) = 31.521615
pow(-4.193423, 2.247648) = -nan
pow(-4.443547, 0.871724) = -nan
pow(-3.106921, -0.933896) = -nan
pow(-0.712229, -1.197000) = -nan
pow(-2.756051, -1.134437) = -nan
pow(2.012550, -0.701720) = 0.612146
pow(-2.707614, 0.271499) = -nan
pow(2.688436, 0.677876) = 1.955004
pow(-1.340854, -2.371974) = -nan
pow(2.229530, -2.263215) = 0.162899
pow(4.746810, 1.292447) = 7.485371
pow(4.522817, 2.995580) = 91.903032
pow(3.398793, -2.843171) = 0.030857
pow(-2.415316, -1.977914) = -nan
pow(0.209285, 0.835351) = 0.270756
pow(-4.734392, 2.184800) = -nan
pow(-2.764122, 0.120627) = -nan
pow(-3.421217, 2.291577) = -nan
pow(-2.542545, -1.845219) = -nan
pow(4.168796, 0.979204) = 4.046849
pow(-1.364416, 0.455750) = -nan
pow(4.244652, 1.241077) = 6.014512
pow(4.725170, -1.013660) = 0.207191
pow(-4.733887, 2.891481) = -nan
pow(1.535528, 2.893974) = 3.459594
pow(0.805937, 2.203164) = 0.621679
pow(1.872610, -1.924391) = 0.299023
pow(-2.043149, -0.264298) = -nan
pow(0.066434, 0.918392) = 0.082888
pow(-4.857163, 0.224103) = -nan
pow(-3.938380, 1.170980) = -nan
pow(-4.985571, -1.887714) = -nan
pow(3.761971, -0.170769) = 0.797511
pow(-2.893631, 1.701053) = -nan
pow(-3.982881, 2.380592) = -nan
pow(1.489447, 1.998236) = 2.216894
pow(-2.131784, 1.123966) = -nan
pow(-3.002817, -1.651703) = -nan
pow(-4.731803, -0.275830) = -nan
pow(-1.433156, 1.859209) = -nan
pow(4.976411, -2.736046) = 0.012394
pow(3.939754, -2.739788) = 0.023364
pow(2.242949, 2.005938) = 5.055007
pow(-1.715530, 2.021689) = -nan
pow(-0.955694, 1.951353) = -nan
pow(-0.317679, 0.758808) = -nan
pow(-3.945532, -0.535190) = -nan
pow(-0.558358, -0.949462) = -nan
pow(2.438349, 0.640180) = 1.769339
pow(2.664653, 1.022408) = 2.723821
pow(1.444719, 0.700081) = 1.293783
pow(4.806916, -0.923568) = 0.234558
pow(-1.277099, 2.815832) = -nan
pow(4.598315, 1.321173) = 7.505983
pow(-4.951423, -0.115358) = -nan
pow(-3.469670, -1.469500) = -nan
pow(1.773814, 0.493025) = 1.326533
pow(0.029872, 0.638507) = 0.106279
pow(2.520652, 0.750180) = 2.000816
pow(2.171698, -1.332831) = 0.355716
pow(-0.226433, 2.416142) = -nan
pow(-2.624636, 0.308994) = -nan
pow(0.696213, 1.612794) = 0.557667
pow(2.555735, -1.104252) = 0.354813
pow(-1.068211, 0.814465) = -nan
pow(3.847956, -2.436326) = 0.037514
pow(-1.571304, 0.643200) = -nan
pow(-1.197701, -2.036872) = -nan
pow(-2.358115, 0.236863) = -nan
pow(-2.071277, -2.457552) = -nan
pow(-2.457142, -0.751629) = -nan
pow(2.171284, 0.514414) = 1.490087
pow(-0.319912, -1.223492) = -nan
pow(-2.734421, 0.264340) = -nan
pow(3.441352, -0.749129) = 0.396206
pow(-3.577663, -0.396229) = -nan
pow(-3.191333, -1.824208) = -nan
pow(-3.868565, 1.367638) = -nan
pow(-2.145040, -1.277265) = -nan
pow(2.510601, 2.889506) = 14.294208
pow(-0.973926, -0.217738) = -nan
pow(0.936374, 0.797752) = 0.948907
pow(-2.507641, -1.370399) = -nan
pow(-4.228026, -1.702431) = -nan
pow(-1.262705, -1.969797) = -nan
pow(-3.018095, -0.376133) = -nan
pow(0.417243, 2.504933) = 0.111970
pow(3.675587, 0.268853) = 1.419024
pow(-2.336904, 0.935662) = -nan
pow(1.412682, -2.830050) = 0.376155
pow(3.837407, 1.590839) = 8.493961
pow(0.970618, 2.461411) = 0.929224
pow(-1.884122, 0.328742) = -nan
pow(-4.427322, -0.699831) = -nan
pow(0.710352, 0.298228) = 0.903036
pow(-2.061874, 0.299950) = -nan
pow(-1.916246, 1.209483) = -nan
pow(-0.206893, 2.515177) = -nan
pow(2.181628, 2.465522) = 6.843389
pow(-4.008342, 1.815769) = -nan
pow(3.456428, -1.838098) = 0.102317
pow(-4.436636, 2.599686) = -nan
pow(-4.026339, 1.175223) = -nan
pow(1.869262, 0.604490) = 1.459559
pow(0.114640, -0.363725) = 2.198586
pow(0.431153, 1.972816) = 0.190193
pow(3.815116, -1.083690) = 0.234329
pow(4.896126, -0.191472) = 0.737755
pow(1.876816, -2.398039) = 0.220965
pow(2.838681, 1.286440) = 3.827432
pow(-3.272946, 2.279638) = -nan
pow(-3.345006, -1.321855) = -nan
pow(4.889916, 0.865740) = 3.951445
pow(4.839539, -2.966177) = 0.009306
pow(-3.126484, -0.141058) = -nan
pow(-1.424404, -1.388349) = -nan
pow(-2.058917, -1.465683) = -nan
pow(-1.811762, -1.035803) = -nan
pow(4.432487, -0.612286) = 0.401852
pow(-2.003742, -2.333102) = -nan
pow(3.938487, 0.088976) = 1.129717
pow(-3.492722, -1.994879) = -nan
pow(2.759409, 1.635903) = 5.261775
pow(2.916331, -2.906570) = 0.044557
pow(-2.927249, -1.841471) = -nan
pow(-0.899076, -0.202453) = -nan
pow(-1.168039, -2.186178) = -nan
pow(3.173617, 2.827177) = 26.180831
pow(-0.598003, -2.098437) = -nan
pow(3.257104, -1.912707) = 0.104497
pow(-3.403453, -0.704685) = -nan
pow(-3.137442, 1.573564) = -nan
pow(0.571107, 0.350955) = 0.821521
pow(3.012649, 0.487383) = 1.711715
pow(-0.249232, 1.976496) = -nan
pow(-0.941396, 1.251501) = -nan
pow(-0.825613, 2.214772) = -nan
pow(-4.812922, -0.992029) = -nan
pow(-3.871394, -2.203210) = -nan
pow(4.129553, -1.934168) = 0.064378
pow(-1.673461, -2.759906) = -nan
pow(-0.072899, -2.625521) = -nan
pow(-0.334762, -2.159540) = -nan
pow(0.836176, -0.865897) = 1.167568
pow(2.099938, -1.674504) = 0.288712
pow(3.965857, -0.992346) = 0.254825
pow(2.921783, 1.677233) = 6.039492
pow(-2.690670, -0.310480) = -nan
pow(-1.506266, -2.881323) = -nan
pow(-4.919611, 2.417646) = -nan
pow(3.373522, -1.261011) = 0.215815
pow(4.835440, -0.577972) = 0.402175
pow(1.964438, -1.892657) = 0.278612
pow(-1.383395, -0.896596) = -nan
pow(-3.220961, -2.023305) = -nan
pow(-2.864459, -0.927689) = -nan
pow(3.830007, 2.379180) = 24.408268
pow(3.512050, -0.375351) = 0.624056
pow(-2.668852, 1.113096) = -nan
pow(3.457896, -2.507375) = 0.044565
pow(4.165984, 2.174296) = 22.256105
pow(-0.940285, 2.687028) = -nan
pow(-0.159821, 0.820499) = -nan
pow(-3.175689, 0.409405) = -nan
pow(3.263842, -2.820046) = 0.035584
pow(4.294286, 0.573231) = 2.305648
pow(-0.099229, 0.807860) = -nan
pow(1.785546, 0.988442) = 1.773622
pow(-3.025818, 2.829083) = -nan
pow(1.957270, 0.139264) = 1.098035
pow(4.493635, 1.862513) = 16.423719
pow(-3.679570, -2.613318) = -nan
pow(-1.827787, -1.026239) = -nan
pow(2.565482, 1.510358) = 4.149460
pow(-0.773438, -2.991317) = -nan
pow(0.195034, -0.280724) = 1.582278
pow(2.357531, 2.961490) = 12.677362
pow(-3.987194, -0.360152) = -nan
pow(-0.126352, -0.331514) = -nan
pow(-2.853329, -2.031821) = -nan
pow(1.382184, 1.895496) = 1.846893
pow(-1.921712, 0.610155) = -nan
pow(-0.424977, -1.735844) = -nan
pow(4.855535, -1.087139) = 0.179459
pow(3.501758, 0.237561) = 1.346794
pow(-2.787126, 1.182728) = -nan
pow(-1.139128, -1.973792) = -nan
pow(-0.411645, 1.686925) = -nan
pow(0.378334, 1.021785) = 0.370407
pow(1.239409, 1.721309) = 1.446941
pow(-0.175820, 2.746137) = -nan
pow(-2.482038, -2.677593) = -nan
pow(0.253727, -1.056687) = 4.259881
pow(-1.957886, 1.576966) = -nan
pow(-2.020149, 2.736950) = -nan
pow(-0.978435, -2.656200) = -nan
pow(4.066314, 2.822773) = 52.436777
pow(-1.179796, 1.465559) = -nan
pow(-4.987627, 0.055589) = -nan
pow(2.782195, 1.140437) = 3.212151
pow(-3.653989, 0.697641) = -nan
pow(-4.010484, 0.775390) = -nan
pow(-2.893291, -1.534014) = -nan
pow(0.175071, -2.383879) = 63.691834
pow(-0.691524, -0.585322) = -nan
pow(-3.698745, -1.204677) = -nan
pow(1.415101, -1.073106) = 0.688952
pow(2.526460, -1.230614) = 0.319641
pow(-0.433030, 2.026795) = -nan
pow(4.667167, -0.057239) = 0.915597
pow(-3.763902, 2.665874) = -nan
pow(-2.433087, 2.004959) = -nan
pow(2.051291, 0.008178) = 1.005893
pow(3.189604, 0.890458) = 2.809032
pow(-1.196129, -0.908073) = -nan
pow(-0.365530, 0.635610) = -nan
pow(3.302319, 0.857659) = 2.785929
pow(1.697462, -0.812374) = 0.650603
pow(2.971689, 0.145075) = 1.171173
pow(2.312228, 2.311156) = 6.939555
pow(0.086735, -2.516446) = 469.862460
pow(0.844630, 2.118227) = 0.699299
pow(2.915958, 2.449052) = 13.749082
pow(0.102035, -0.403278) = 2.510442
pow(-0.991294, -2.083988) = -nan
pow(-1.346725, 1.118684) = -nan
pow(-2.259742, 2.981924) = -nan
pow(-1.965109, -0.630819) = -nan
pow(-3.909916, -1.592970) = -nan
pow(0.660365, 2.943779) = 0.294770
pow(-0.875809, 2.859773) = -nan
pow(-2.189488, 1.507639) = -nan
pow(-1.743238, -1.597188) = -nan
pow(2.280769, -0.737149) = 0.544554
pow(0.598278, 1.377060) = 0.492926
pow(-0.412524, 1.789900) = -nan
pow(-1.536463, 2.513131) = -nan
pow(1.433693, -1.151883) = 0.660360
pow(-0.988737, -0.189801) = -nan
pow(-4.373105, -0.408330) = -nan
pow(-1.363531, 1.525284) = -nan
pow(-1.472829, 1.416377) = -nan
pow(-1.768215, -1.037309) = -nan
pow(-2.594293, -1.476731) = -nan
pow(1.949484, 0.911871) = 1.838101
pow(-3.524925, -2.156013) = -nan
pow(1.905760, 1.881739) = 3.365234
pow(4.173375, 1.091340) = 4.755135
pow(-0.450273, 2.943735) = -nan
pow(1.079747, 1.420542) = 1.115155
pow(-4.437802, 0.409749) = -nan
pow(0.909356, -1.299504) = 1.131424
pow(0.633995, 1.561054) = 0.490959
pow(2.119370, -1.500400) = 0.324011
pow(-2.282475, 1.009340) = -nan
pow(-1.165744, 2.968651) = -nan
pow(-0.521259, -2.511037) = -nan
pow(4.953883, 0.987034) = 4.852160
pow(-3.808042, 1.032500) = -nan
pow(1.660264, 0.135375) = 1.071042
pow(-0.163812, 1.683830) = -nan
pow(2.927394, -1.700934) = 0.160896
pow(-4.611669, -1.971627) = -nan
pow(-2.714393, 1.234289) = -nan
pow(0.225229, -0.580183) = 2.374633
pow(0.388255, -1.630462) = 4.676586
pow(3.185645, 0.178125) = 1.229227
pow(1.820170, 2.044982) = 3.403489
pow(3.259652, 1.449320) = 5.543057
pow(3.466426, 0.308969) = 1.468273
pow(-0.363470, -0.370469) = -nan
pow(-3.371319, 1.202734) = -nan
pow(-1.283612, 1.797803) = -nan
pow(2.365291, 1.246493) = 2.924453
pow(-3.828736, 0.833448) = -nan
pow(3.706905, 2.448139) = 24.718334
pow(-2.702823, 2.490548) = -nan
pow(-0.690996, 0.608677) = -nan
pow(-1.835287, 1.997139) = -nan
pow(-1.146942, 0.460438) = -nan
pow(0.601975, -1.445247) = 2.082397
pow(3.470137, 1.964719) = 11.524689
pow(2.205114, 0.338867) = 1.307307
pow(2.046146, -1.456900) = 0.352368
pow(0.360011, -0.882361) = 2.463144
pow(-0.343066, 0.432085) = -nan
pow(3.642703, -1.357162) = 0.173004
pow(3.850634, 0.403459) = 1.722813
pow(3.989701, 2.608887) = 36.964567
pow(-3.148921, 0.987680) = -nan
pow(4.367891, -1.020034) = 0.222280
pow(3.498450, -2.751935) = 0.031863
pow(-4.837456, -2.948575) = -nan
pow(2.063635, -1.380698) = 0.367779
pow(-0.828659, -0.701267) = -nan
pow(-3.542628, 2.370126) = -nan
pow(-3.085510, 2.139602) = -nan
pow(3.269367, -2.484791) = 0.052682
pow(3.810336, 1.547683) = 7.927697
pow(-0.315036, 0.416919) = -nan
pow(-2.879679, 0.471330) = -nan
pow(-3.791259, 0.438636) = -nan
pow(1.018243, 2.751137) = 1.050994
pow(1.824901, 1.724330) = 2.821389
pow(0.946992, -0.885456) = 1.049408
pow(4.001492, -2.857332) = 0.019022
pow(0.687131, 2.522699) = 0.388061
pow(-2.426054, -0.195690) = -nan
pow(0.788986, -0.308687) = 1.075904
pow(1.909329, -1.164916) = 0.470758
pow(-2.204686, 1.475249) = -nan
pow(-4.696409, 0.284690) = -nan
pow(-1.118719, 1.696405) = -nan
pow(2.705038, 1.358766) = 3.865651
pow(3.410851, 0.051868) = 1.065708
pow(-4.292851, 1.584140) = -nan
pow(-4.238992, -1.524063) = -nan
pow(4.498347, -1.652772) = 0.083301
pow(-1.534924, 1.346784) = -nan
pow(-4.409845, -0.360891) = -nan
pow(-1.423430, 2.177534) = -nan
pow(-2.499794, 0.468430) = -nan
pow(4.999221, -1.041808) = 0.187016
pow(2.629206, 2.679978) = 13.338914
pow(-3.464068, -2.038354) = -nan
pow(2.722396, -0.647415) = 0.522885
pow(4.202822, 1.042105) = 4.464730
pow(1.952182, 0.678034) = 1.573920
pow(4.656217, 1.537851) = 10.649656
pow(-0.667774, 0.159832) = -nan
pow(-2.794530, -1.746858) = -nan
pow(4.367282, 0.696510) = 2.791989
pow(-0.179254, -1.022764) = -nan
pow(-1.368191, -2.725689) = -nan
pow(-0.395012, -1.345023) = -nan
pow(2.314272, -2.876244) = 0.089507
pow(-2.541788, -1.047167) = -nan
pow(3.638688, -0.176066) = 0.796593
pow(-4.665071, -0.999181) = -nan
pow(-2.231845, -0.424842) = -nan
pow(4.209829, -2.518648) = 0.026773
pow(-1.230558, 1.543584) = -nan
pow(-4.305379, -0.189192) = -nan
pow(3.894613, -0.187214) = 0.775277
pow(-3.252482, -1.656672) = -nan
pow(-4.599327, 1.947657) = -nan
pow(-4.162303, 1.403090) = -nan
pow(0.084135, -2.045574) = 158.140119
pow(-3.625611, 1.928576) = -nan
pow(-1.443467, 0.648077) = -nan
pow(-4.637795, -2.871548) = -nan
pow(2.027830, -2.454007) = 0.176418
pow(2.587986, 2.145119) = 7.688694
pow(-2.933633, 1.238803) = -nan
pow(-2.572051, -1.985470) = -nan
pow(-2.827462, 0.691050) = -nan
pow(1.409727, -1.599029) = 0.577469
pow(-2.874923, 1.041529) = -nan
pow(1.928384, 1.205704) = 2.207288
pow(4.070836, 0.016652) = 1.023652
pow(-3.771681, -0.448628) = -nan
pow(0.770662, -2.422935) = 1.879841
pow(4.207818, 1.411523) = 7.601000
pow(2.544607, -2.068367) = 0.144886
pow(2.849428, 0.715046) = 2.114330
pow(-4.832594, 2.840029) = -nan
pow(-3.606356, -0.464592) = -nan
pow(-0.462120, -1.143454) = -nan
pow(-3.395294, -1.394001) = -nan
pow(-4.641575, -2.277697) = -nan
pow(-4.236299, -0.298998) = -nan
pow(2.215332, -1.219360) = 0.379128
pow(-3.685045, 2.070226) = -nan
pow(-2.804397, 2.415710) = -nan
pow(1.641947, 0.324063) = 1.174329
pow(-0.319952, -0.125639) = -nan
pow(-2.163299, 1.487836) = -nan
pow(3.637253, 1.832751) = 10.660024
pow(-3.076845, 0.193386) = -nan
pow(0.031639, -2.251100) = 2377.702327
pow(1.198353, 2.229479) = 1.496934
pow(-4.084599, 1.165770) = -nan
pow(-0.394590, -2.506295) = -nan
pow(3.448254, -1.376000) = 0.182080
pow(-4.539154, -1.590634) = -nan
pow(4.333388, -1.851780) = 0.066181
pow(-2.030557, -2.586790) = -nan
pow(2.226682, 0.941877) = 2.125451
pow(-0.067750, 1.058074) = -nan
pow(2.703957, -0.355606) = 0.702066
pow(1.154685, 1.005274) = 1.155561
pow(-2.673744, -1.044131) = -nan
pow(1.515309, -0.284042) = 0.888649
pow(1.966978, 2.938293) = 7.299093
pow(-2.965699, 1.018972) = -nan
pow(-0.795985, 1.121292) = -nan
pow(-4.116814, -1.752361) = -nan
pow(-0.817833, 0.203661) = -nan
pow(0.262769, -1.148356) = 4.640184
pow(0.109629, -2.732451) = 420.105011
pow(1.446752, 1.751847) = 1.909791
pow(-1.389660, -2.241444) = -nan
pow(0.142228, 0.786724) = 0.215593
pow(4.238176, -1.440045) = 0.124978
pow(-1.734862, -1.284781) = -nan
pow(2.978796, 0.430690) = 1.600164
pow(4.908498, 1.911936) = 20.943519
pow(1.113531, 2.872240) = 1.361884
pow(-3.434487, -2.216031) = -nan
pow(2.156994, 0.830796) = 1.893914
pow(-0.132658, -0.494612) = -nan
pow(1.621714, -2.457408) = 0.304795
pow(1.573114, 1.839441) = 2.301065
pow(1.793428, 2.231686) = 3.682503
pow(-1.609780, -1.534803) = -nan
pow(-1.616965, 2.695903) = -nan
pow(-2.451701, 1.072197) = -nan
pow(-0.093011, 0.007880) = -nan
pow(-3.921857, -2.913822) = -nan
pow(0.158165, -0.522181) = 2.619447
pow(-2.438439, 1.213492) = -nan
pow(-4.956610, 0.171170) = -nan
pow(3.833210, 2.044547) = 15.599881
pow(1.221511, -2.759406) = 0.575724
pow(-2.877905, 1.534559) = -nan
pow(1.086095, -0.896800) = 0.928611
pow(-2.007229, 1.209905) = -nan
pow(2.790020, 1.144311) = 3.235291
pow(0.864211, 0.618250) = 0.913725
pow(2.541815, -0.200923) = 0.829082
pow(0.898261, -2.893925) = 1.364112
pow(-2.983390, 1.324703) = -nan
pow(3.606952, -2.056166) = 0.071520
pow(3.065267, -2.871537) = 0.040095
pow(-1.197838, -2.140149) = -nan
pow(-0.639637, -1.686357) = -nan
pow(1.847309, -1.674430) = 0.357848
pow(-4.179560, 2.510360) = -nan
pow(2.739983, -0.875642) = 0.413704
pow(0.783989, 0.739509) = 0.835298
pow(1.410027, 2.020512) = 2.002237
pow(4.900998, 1.059647) = 5.388374
pow(-1.879886, -1.795721) = -nan
pow(-4.766115, -2.588613) = -nan
pow(-2.311861, 2.992134) = -nan
pow(-2.663026, 1.358293) = -nan
pow(-0.247520, -1.844085) = -nan
pow(0.144950, -1.161832) = 9.430291
pow(2.363497, 2.894108) = 12.053371
pow(-1.535350, 2.880298) = -nan
pow(-4.099937, 0.617918) = -nan
pow(-2.132248, -1.561993) = -nan
pow(-1.547812, -2.289282) = -nan
pow(2.587987, 0.699084) = 1.943995
pow(-2.136324, -2.049743) = -nan
pow(2.783096, 0.892524) = 2.493171
pow(0.736860, -1.458124) = 1.560879
pow(-4.122211, -1.385511) = -nan
pow(-1.494965, 2.429684) = -nan
pow(-1.648923, 2.304838) = -nan
pow(-4.271877, 0.663668) = -nan
pow(-3.304112, 2.099344) = -nan
pow(-2.657305, 1.195986) = -nan
pow(1.367762, 0.754331) = 1.266476
pow(-4.960632, 0.850016) = -nan
pow(0.623838, -1.173429) = 1.739677
pow(4.301484, 1.716991) = 12.243815
pow(-1.178491, -1.535678) = -nan
pow(3.135297, 0.952995) = 2.971331
pow(3.991779, -1.454645) = 0.133511
pow(4.906405, 0.856314) = 3.904008
pow(4.324180, 0.076248) = 1.118115
pow(-3.565603, -1.427039) = -nan
pow(-0.068436, 1.694321) = -nan
pow(-0.819847, 1.707433) = -nan
pow(2.835892, 1.748282) = 6.186276
pow(-0.388550, 0.770219) = -nan
pow(2.679154, 1.368665) = 3.852882
pow(-4.536676, -0.880966) = -nan
pow(-4.949253, -1.796915) = -nan
pow(-3.276458, -2.242108) = -nan
pow(-3.301868, -0.034374) = -nan
pow(-1.799509, -0.798173) = -nan
pow(-3.951749, -2.766825) = -nan
pow(-3.163630, -2.030821) = -nan
pow(1.776148, 2.236778) = 3.614343
pow(3.655434, 2.182408) = 16.926320
pow(3.258400, -0.306495) = 0.696253
pow(-4.811920, -2.460767) = -nan
pow(-2.851150, 1.366527) = -nan
pow(-2.572981, -0.993628) = -nan
pow(3.082289, 1.077113) = 3.361801
pow(0.468773, -1.437667) = 2.971981
pow(3.476066, -0.401548) = 0.606355
pow(-4.028320, -0.666003) = -nan
pow(1.419165, 2.303436) = 2.239744
pow(3.566287, 2.589217) = 26.903416
pow(3.396186, -1.544010) = 0.151406
pow(3.296146, 2.448839) = 18.557286
pow(2.329556, -1.119365) = 0.388050
pow(-2.059981, 2.112666) = -nan
pow(3.308270, 2.583404) = 21.995772
pow(4.015272, 0.773117) = 2.929156
pow(-3.787281, -0.660498) = -nan
pow(1.134198, 1.032332) = 1.138825
pow(-4.885156, 1.263866) = -nan
pow(0.629816, -1.772139) = 2.268929
pow(1.643737, 1.302098) = 1.910006
pow(-4.693979, -2.221760) = -nan
pow(-2.911589, -2.732381) = -nan
pow(-1.129988, -2.996163) = -nan
pow(-0.736116, 1.295404) = -nan
pow(-1.583230, 2.117692) = -nan
pow(1.175340, -0.002501) = 0.999596
pow(1.322065, 1.264552) = 1.423412
pow(-1.183457, -0.154827) = -nan
pow(-0.778232, -2.130856) = -nan
pow(0.646066, -2.612802) = 3.131183
pow(-3.133933, -1.557482) = -nan
pow(0.641367, 1.190579) = 0.589312
pow(-3.565242, -1.553032) = -nan
pow(-1.165028, 1.850349) = -nan
pow(0.055109, -0.552694) = 4.962713
pow(1.923241, 2.083480) = 3.906417
pow(1.594186, 1.253564) = 1.794302
pow(0.352655, 1.149860) = 0.301659
pow(1.368720, 0.666618) = 1.232735
pow(-3.720214, 2.190652) = -nan
pow(0.636141, -1.856890) = 2.316223
pow(-2.604690, 1.983370) = -nan
pow(1.367559, -2.011767) = 0.532731
pow(-3.449892, 0.560264) = -nan
pow(-0.635148, 0.000780) = -nan
pow(-2.385590, -0.276774) = -nan
pow(1.385884, 0.985500) = 1.379342
pow(-2.592468, 2.156274) = -nan
pow(-1.256698, 1.854999) = -nan
pow(-4.571816, 2.854958) = -nan
pow(4.808439, 0.692780) = 2.968104
pow(-0.759449, -0.190236) = -nan
pow(-1.940390, 1.850334) = -nan
pow(-0.487635, 0.809272) = -nan
pow(3.999961, 0.197086) = 1.314186
pow(3.627627, 2.746920) = 34.453902
pow(4.051943, 1.891426) = 14.104265
pow(2.883382, 0.041512) = 1.044940
pow(3.719297, -0.067292) = 0.915403
pow(-1.638000, -2.066653) = -nan
pow(-3.512443, 2.795954) = -nan
pow(-3.758324, -0.413986) = -nan
pow(3.287250, -0.446107) = 0.588081
pow(-4.584531, -2.346992) = -nan
pow(2.532283, 0.081781) = 1.078946
pow(-0.103813, -1.081168) = -nan
pow(-0.552028, 1.662914) = -nan
pow(1.132683, 1.825795) = 1.255424
pow(3.368381, -0.422215) = 0.598846
pow(4.322929, 2.022413) = 19.311040
pow(-2.936820, -2.544261) = -nan
pow(-1.716184, -0.495290) = -nan
pow(-4.823316, -1.091161) = -nan
pow(4.861150, -2.548919) = 0.017765
pow(-4.930490, -1.332679) = -nan
pow(-1.831652, -2.598031) = -nan
pow(-2.158232, 1.620719) = -nan
pow(-2.491010, -2.029523) = -nan
pow(-2.324859, -2.154441) = -nan
pow(-3.334195, -0.984184) = -nan
pow(-3.658487, 0.675516) = -nan
pow(-0.477447, 2.020221) = -nan
pow(-4.103802, -2.512775) = -nan
pow(-4.232713, 1.932951) = -nan
pow(-0.560731, 1.035650) = -nan
pow(-0.325839, 1.038947) = -nan
pow(-0.751942, 1.686011) = -nan
pow(1.877947, 0.055747) = 1.035755
pow(-0.271361, 2.064685) = -nan
pow(-0.140044, 1.307983) = -nan
pow(-4.419561, -2.520363) = -nan
pow(3.942952, 2.579905) = 34.447925
pow(4.488418, 2.771003) = 64.113981
pow(-4.994929, 0.388552) = -nan
pow(-0.196603, -2.455024) = -nan
pow(-4.032416, -2.295219) = -nan
pow(-2.007831, 1.660397) = -nan
pow(-2.482662, -0.057896) = -nan
pow(4.304210, -0.206932) = 0.739312
pow(-3.611897, 0.912141) = -nan
pow(2.718915, -0.409127) = 0.664167
pow(-0.913113, -2.251114) = -nan
pow(2.723243, 2.387956) = 10.938733
pow(-0.003268, -2.746384) = -nan
pow(4.079297, 2.823464) = 52.962190
pow(4.694770, 1.374804) = 8.381818
pow(-1.089684, 2.059382) = -nan
pow(-3.254483, 1.012854) = -nan
pow(4.852479, -1.404541) = 0.108777
pow(-2.479207, 0.224054) = -nan
pow(4.778518, -2.803622) = 0.012460
pow(0.542942, -2.197287) = 3.826688
pow(-0.529576, 1.099559) = -nan
pow(1.952589, 0.105989) = 1.073499
pow(-4.561891, 1.079940) = -nan
pow(1.287644, -0.034455) = 0.991327
pow(-1.277160, 2.955901) = -nan
pow(3.632656, 1.343551) = 5.658352
pow(3.352729, -1.238953) = 0.223386
pow(-4.027096, -1.021730) = -nan
pow(-4.540758, 0.770117) = -nan
pow(4.376824, 2.684451) = 52.621145
pow(3.602909, -2.687864) = 0.031900
pow(-0.278333, -1.111081) = -nan
pow(-1.274763, 0.496682) = -nan
pow(0.907847, -1.678574) = 1.176193
pow(0.366069, -0.643492) = 1.909167
pow(-1.358211, 2.754036) = -nan
pow(2.427150, 2.251153) = 7.360569
pow(4.631765, 0.738353) = 3.101388
pow(-0.831707, -1.769932) = -nan
pow(-2.674544, 1.723039) = -nan
pow(0.154567, -0.314447) = 1.798787
pow(4.517972, -0.535668) = 0.445829
pow(0.589551, 1.915901) = 0.363364
pow(1.942372, 2.429260) = 5.016887
pow(3.130086, 1.737428) = 7.260949
pow(2.447566, -2.059184) = 0.158316
pow(3.724883, -0.417474) = 0.577531
pow(-3.598637, -1.483734) = -nan
pow(0.940330, 0.942687) = 0.943651
pow(4.628960, -1.623760) = 0.083064
pow(-3.455350, -0.198548) = -nan
pow(4.646571, 1.255950) = 6.884708
pow(2.863468, -1.088953) = 0.318028
pow(-2.094868, 1.246158) = -nan
pow(4.552226, 0.466142) = 2.026871
pow(-4.097608, -1.995028) = -nan
pow(-4.090169, 1.145039) = -nan
pow(-0.073976, -0.204829) = -nan
pow(1.548943, -2.907768) = 0.280169
pow(1.944268, -1.378089) = 0.400008
pow(2.057294, -0.509393) = 0.692483
pow(-0.221934, -1.434030) = -nan
pow(4.801186, 0.293728) = 1.585372
pow(-0.214740, -1.287999) = -nan
pow(2.128371, 1.526768) = 3.168488
pow(-2.206739, 1.879399) = -nan
pow(-1.982713, -2.593259) = -nan
pow(-2.839041, 0.693609) = -nan
pow(1.579441, -1.899976) = 0.419613
pow(-1.047616, 1.972072) = -nan
pow(1.109702, -1.724521) = 0.835682
pow(4.625653, -1.238478) = 0.150037
